  -2.7792068e-01   6.4427241e-02   1.4111330e+00   1.3602285e+00   1.3812802e+00   1.4315093e+00   1.0837134e+00   1.0878558e+00   6.6950455e-01   6.5457761e-01   3.0594504e-01  -2.7952582e-01  -4.4682327e-01   4.5601922e-01   1.0418137e+00   1.0383048e+00   6.1713107e-01  -1.0604853e-01  -2.8847165e-01  -3.0925029e-01  -4.8682749e-01  -2.2367546e-01   3.6140943e-01   5.5021519e-01   8.4881960e-01   9.2595896e-01   2.6708044e-01   3.4848321e-01   4.6212643e-01  -2.2698598e-01  -1.8247319e-01   1.8992470e-01  -6.7523384e-01  -7.1674187e-01  -6.3859655e-01  -3.1335255e-01   4.5041789e-01   4.5114228e-01   3.9909691e-01   3.8753852e-01   7.3800409e-01  -2.3694454e-01  -5.2282175e-01  -3.9095423e-02   1.3070471e-01   3.2071469e-01   6.4689250e-01   5.6572276e-01  -3.3464670e-01   4.9837786e-01
  -2.5897991e-01  -1.1890750e-01   5.2261030e-01   1.0609359e+00   1.1072923e+00   1.2224567e+00   1.1124925e+00   9.6798244e-01   1.0801026e+00   7.3619438e-01   7.0150699e-01   9.2811522e-02  -7.1717852e-02   3.6724737e-01   9.0409850e-01   9.5566049e-01   7.5465778e-01   6.9147906e-02   3.8802272e-01   3.3856510e-01  -4.2788984e-01  -4.7529609e-01  -5.0303478e-01   5.0707558e-03   7.6228315e-02   1.7224098e-01   7.3499174e-01   6.1144544e-01   6.0738175e-01  -6.4557442e-02   1.3863220e-01   3.3347111e-01  -3.8491349e-01  -6.6002926e-01  -6.5036168e-01   2.3772776e-03   2.8828158e-02   3.2639406e-01   2.8955584e-01   9.5798857e-01   6.7880985e-01   3.4088673e-01  -4.0881858e-01   1.8229218e-01   2.8581387e-02   3.1257335e-01   1.8387888e-02   2.3730586e-02  -2.9757171e-01  -2.5366317e-01
  -2.9264986e-01  -4.7137429e-02   7.8895736e-01   5.3077717e-01   2.9668391e-01   3.7532622e-01   4.7847998e-01   7.2331006e-01   6.6788269e-01   1.6657635e+00   1.0160085e+00   6.7758189e-01   2.5710207e-01   5.9169600e-01   7.2225517e-01   2.5151728e-01   1.9111682e-01   8.6022153e-01   6.6747032e-01   7.0923571e-01   2.5022003e-01  -5.9155642e-01  -1.4891032e-01   1.1909716e-01  -3.0998762e-01  -2.1775757e-01   7.3767116e-02  -2.0859291e-03   1.8157047e-01   3.8944287e-01   4.6933988e-01  -3.3565835e-01  -5.3558396e-01  -1.1220375e+00  -1.5579091e-01  -1.7784945e-01   1.8481460e-01   3.7582021e-01   7.7498161e-01   1.0253104e+00   4.7796105e-01   2.5171351e-01   7.2085102e-02  -4.5547299e-01   2.9102970e-01  -3.5865268e-02   1.0480821e-01   2.0310287e-01  -6.0381900e-02  -7.6711819e-02
   3.3072608e-01   6.7069318e-01   3.8364711e-01   7.1690050e-02   8.8706171e-01   3.7916301e-01   1.2634565e-01   3.2016004e-01   6.8165117e-01   1.1739999e+00   9.3759411e-01   7.6384989e-01   5.4349379e-01   7.8962886e-01   1.2001422e+00   3.9014127e-01   4.4329488e-01   9.0882853e-01   9.4528218e-01   8.3720445e-01   6.4588620e-01   2.3652681e-01  -2.4720969e-01  -5.8158342e-01  -5.1416480e-01   8.1287846e-02  -1.3620272e-01  -5.3287120e-02  -7.3070599e-02  -3.0564981e-01   2.2073441e-01   5.1770287e-02  -4.1541040e-01  -7.3411836e-01  -7.5462425e-02  -3.6025342e-01  -6.5624879e-02   4.7052015e-01   4.4595459e-01   5.7244201e-01   7.2263767e-01   7.0811434e-01   4.1696105e-01   1.9242101e-02   1.3860774e-01  -1.6007615e-01   5.7664038e-01   2.8597865e-01  -1.0169881e-02   1.9930869e-01
   3.5266672e-01   7.0352627e-01   3.3455589e-01   7.0278575e-01   8.5217574e-01   6.1955278e-01   2.7441437e-01  -2.5464639e-01  -6.8128475e-02   6.6556233e-01   5.1158330e-01  -5.5466809e-02   5.2438954e-01   5.9251126e-01   1.0948300e+00   1.0352491e+00   7.6711909e-01   6.8929932e-01   5.6540801e-01   9.5483189e-01   7.2045135e-01   7.0032562e-01   2.4486742e-01   1.9389811e-01   9.3011623e-02   2.6470879e-01   3.7418510e-01  -7.3873954e-01  -5.8146637e-01  -4.7519995e-01  -5.4208919e-01  -3.4347768e-01  -5.9757227e-01  -1.4908834e-01  -2.8546552e-01  -7.2479599e-01   2.3248172e-01   2.7003390e-01  -1.0584810e-02  -1.2819211e-01   2.6788749e-01   5.9482519e-01   3.0639984e-02   7.8508731e-03   1.3847862e-01   7.1211771e-01   4.2996591e-01   1.6752763e-01   1.0101798e-01   8.4308454e-01
   2.0985275e-01   2.2427995e-01   4.2609004e-01   6.5970316e-01   9.6647200e-01   6.8575256e-01   6.2787230e-01   1.2841899e-01   2.7127862e-01   5.6635645e-01   3.7648739e-01   7.0148114e-01   9.3966151e-01   7.1641029e-01   1.2392779e+00   1.3654953e+00   7.3100535e-01   1.0433603e+00   4.3826711e-01   6.4089631e-01   5.4691720e-01   5.5703884e-01   2.8338135e-01   9.5034638e-02   4.2659371e-01   3.3496997e-01   2.9367895e-01  -5.6774796e-02  -4.0992781e-02  -4.9447893e-01  -7.1620845e-01  -4.6987796e-01  -3.3740877e-01   1.9442329e-01   3.8837452e-02  -1.1327298e-01   9.0005478e-02  -1.8872611e-01  -1.9974619e-01   6.1893454e-02   3.1211627e-01   2.3261456e-01   6.5609468e-01  -1.7766679e-01  -7.6747117e-02   3.4508942e-01   7.3455212e-01   6.6585335e-01   3.6978890e-01   8.1251455e-01
   2.5793633e-01  -3.8063868e-01  -8.5632009e-02   3.7924192e-01   6.4969029e-01   1.7471369e-01   4.0433551e-01   1.7136386e-01  -2.1090240e-01   1.8668143e-01   2.5961684e-01   4.7313653e-01   9.2656217e-01   1.0490753e+00   1.1838388e+00   1.1580708e+00   3.6986330e-01   9.9771395e-01   6.0834813e-01   7.5749282e-01   8.3932454e-01   7.7705268e-01   6.6446402e-01   3.9279509e-01   8.7504269e-01   3.7841352e-02   3.2251806e-02   2.0658624e-01   6.7293242e-02   2.1014918e-01  -2.6120762e-01   1.2435844e-01  -2.4426632e-01  -3.2679056e-01   8.1540307e-02  -1.9305944e-01  -3.7818140e-01  -4.8522690e-01  -2.3889343e-01  -3.1600082e-01   8.8160295e-02   2.8068915e-01   3.7537094e-01   1.7999623e-01  -7.4358360e-03   3.0934510e-01   4.7044726e-01   1.5090206e-01   1.0349010e+00   9.0707634e-01
   3.7034256e-02   4.5124977e-02   1.6478536e-01   4.3212870e-01   8.4837446e-01   6.2180765e-01   6.1720619e-01   6.4021244e-02   2.0086216e-01   1.6514968e-01   5.2619047e-01   6.6099376e-01   4.7881520e-01   1.0113134e+00   1.3975611e+00   1.2166284e+00   4.4908486e-01   2.4873422e-01   8.1403738e-01   1.0387252e+00   7.3548681e-01   8.0649876e-01   6.3360820e-01   2.6990482e-01   8.0867876e-01   2.8274715e-01   1.3666910e-01  -1.2795169e-01  -2.3720283e-01  -3.4250849e-03  -3.5343730e-01  -3.9081263e-01   4.2081236e-01   3.6542005e-01  -6.5835253e-01  -7.7403398e-01  -2.2391659e-01  -5.7922226e-01  -6.1094417e-01  -1.4536638e-01   1.9582667e-01   3.4422737e-01   2.9663024e-01   4.0639246e-01   3.4233983e-01   4.3281014e-01   5.2628986e-01   3.8645981e-01   5.5441600e-01   7.4690553e-01
   1.0980346e-01  -1.8573430e-01   1.8267721e-01   6.5429007e-02   4.1330595e-02   8.3664157e-02   5.0470858e-01   2.6547868e-01  -7.4896307e-02   1.5898289e-01   5.5131534e-01   5.2977095e-01   1.1092427e+00   1.2335677e+00   1.0380987e+00   9.1840089e-01   7.4114751e-01   7.9378418e-01   7.0856656e-01   6.7449257e-01   3.3177237e-01   3.0320929e-01   4.1158605e-01   3.3642256e-01   1.9062162e-01   4.0807209e-01   9.8208519e-01   1.2713736e-01  -2.9601352e-01  -2.6603107e-01  -3.8758714e-01  -5.7992691e-01   8.0578223e-02   4.3236102e-01  -4.7492375e-01  -9.0803395e-01  -3.9084171e-01  -6.5341717e-01  -4.5331299e-01   5.8490672e-02   8.4339591e-01   1.0105054e+00   2.7454513e-01   5.9528383e-01   4.8674526e-01   3.3598484e-01   9.0073079e-01   6.3352728e-01   2.6482868e-01   4.4898849e-01
  -2.3171363e-01  -1.0072753e+00  -8.4233230e-01  -3.6716836e-01   1.0148266e-01   3.4454323e-01   3.4320432e-01  -2.7044230e-01   2.8505559e-02   6.1964160e-02   5.2654775e-01   9.3152703e-01   9.7702551e-01   1.5799188e+00   1.2714983e+00   1.3784704e+00   1.2753634e+00   5.3229965e-01   5.3655478e-01   3.9375312e-01   7.3125216e-01  -1.3548597e-01   4.6331750e-01   3.0180863e-01   4.4960733e-01   8.0126613e-01   1.3179207e+00   1.0677272e+00   8.0602949e-01   7.7931996e-01   1.4575961e-01   8.9640148e-02   2.4822235e-02   2.8565803e-01  -3.3506935e-01  -7.3111706e-01  -8.7605407e-03   1.9510946e-01   6.2461021e-01   4.7119383e-01   1.1953414e+00   1.0757465e+00   8.0844653e-01   1.0802619e+00   8.1207595e-01   6.8547540e-01   6.1251678e-01   6.9414699e-01   1.1196170e+00   7.1248036e-01
